p_SubscriptionId,p_SubscriberNo,p_BAN
606154075,3702993315,603327745
606154076,3702993316,603327746
606154084,3702993324,603327754
606154111,3702993351,603327781
606154077,3702993317,603327747
606154078,3702993318,603327748
606154079,3702993319,603327749
606154080,3702993320,603327750
606154081,3702993321,603327751
606154082,3702993322,603327752
606154083,3702993323,603327753
606154085,3702993325,603327755
606154086,3702993326,603327756
606154088,3702993328,603327758
606154087,3702993327,603327757
606154089,3702993329,603327759
606154090,3702993330,603327760
606154091,3702993331,603327761
606154102,3702993342,603327772
606154092,3702993332,603327762
606154094,3702993334,603327764
606154093,3702993333,603327763
606154096,3702993336,603327766
606154099,3702993339,603327769
606154095,3702993335,603327765
606154097,3702993337,603327767
606154100,3702993340,603327770
606154098,3702993338,603327768
606154101,3702993341,603327771
606154103,3702993343,603327773
606154105,3702993345,603327775
606154106,3702993346,603327776
606154109,3702993349,603327779
606154108,3702993348,603327778
606154107,3702993347,603327777
606154112,3702993352,603327782
606154110,3702993350,603327780
606154113,3702993353,603327783
606154115,3702993355,603327785
606154114,3702993354,603327784
606154116,3702993356,603327786
606154118,3702993358,603327788
606154117,3702993357,603327787
606154119,3702993359,603327789
606154120,3702993360,603327790
606154121,3702993361,603327791
606154122,3702993362,603327792
606154124,3702993364,603327794
606154125,3702993365,603327795
606154126,3702993366,603327796
606154127,3702993367,603327797
606154129,3702993369,603327799
606154128,3702993368,603327798
606154130,3702993370,603327800
606154131,3702993371,603327801
606154132,3702993372,603327802
606154134,3702993374,603327804
606154133,3702993373,603327803
606154135,3702993375,603327805
606154138,3702993378,603327808
606154136,3702993376,603327806
606154141,3702993381,603327811
606154139,3702993379,603327809
606154137,3702993377,603327807
606154140,3702993380,603327810
606154142,3702993382,603327812
606154143,3702993383,603327813
606154144,3702993384,603327814
606154145,3702993385,603327815
606154147,3702993387,603327817
606154148,3702993388,603327818
606154146,3702993386,603327816
606154149,3702993389,603327819
606154150,3702993390,603327820
606154153,3702993393,603327823
606154152,3702993392,603327822
606154151,3702993391,603327821
606154154,3702993394,603327824
606154156,3702993396,603327826
606154155,3702993395,603327825
606154157,3702993397,603327827
606154159,3702993399,603327829
606154158,3702993398,603327828
606154160,3702993400,603327830
606154161,3702993401,603327831
606154162,3702993402,603327832
606154163,3702993403,603327833
606154164,3702993404,603327834
606154165,3702993405,603327835
606154166,3702993406,603327836
606154167,3702993407,603327837
606154168,3702993408,603327838
606154169,3702993409,603327839
606154170,3702993410,603327840
606154171,3702993411,603327841
606154173,3702993413,603327843
606154172,3702993412,603327842
606154175,3702993415,603327845
606154176,3702993416,603327846
606154174,3702993414,603327844
606154177,3702993417,603327847
606154178,3702993418,603327848
606154179,3702993419,603327849
606154180,3702993420,603327850
606154182,3702993422,603327852
606154181,3702993421,603327851
606154219,3702993459,603327889
606154184,3702993424,603327854
606154183,3702993423,603327853
606154185,3702993425,603327855
606154186,3702993426,603327856
606154190,3702993430,603327860
606154188,3702993428,603327858
606154189,3702993429,603327859
606154191,3702993431,603327861
606154193,3702993433,603327863
606154192,3702993432,603327862
606154194,3702993434,603327864
606154196,3702993436,603327866
606154195,3702993435,603327865
606154187,3702993427,603327857
606154229,3702993469,603327899
606154197,3702993437,603327867
606154198,3702993438,603327868
606154199,3702993439,603327869
606154200,3702993440,603327870
606154202,3702993442,603327872
606154203,3702993443,603327873
606154201,3702993441,603327871
606154204,3702993444,603327874
606154205,3702993445,603327875
606154206,3702993446,603327876
606154208,3702993448,603327878
606154207,3702993447,603327877
606154210,3702993450,603327880
606154213,3702993453,603327883
606154209,3702993449,603327879
606154214,3702993454,603327884
606154211,3702993451,603327881
606154212,3702993452,603327882
606154215,3702993455,603327885
606154216,3702993456,603327886
606154217,3702993457,603327887
606154220,3702993460,603327890
606154218,3702993458,603327888
606154221,3702993461,603327891
606154223,3702993463,603327893
606154222,3702993462,603327892
606154224,3702993464,603327894
606154225,3702993465,603327895
606154226,3702993466,603327896
606154228,3702993468,603327898
606154236,3702993476,603327906
606154227,3702993467,603327897
606154230,3702993470,603327900
606154231,3702993471,603327901
606154232,3702993472,603327902
606154233,3702993473,603327903
606154234,3702993474,603327904
606154235,3702993475,603327905
606154237,3702993477,603327907
606154238,3702993478,603327908
606154239,3702993479,603327909
606154240,3702993480,603327910
606154241,3702993481,603327911
606154242,3702993482,603327912
606154244,3702993484,603327914
606154243,3702993483,603327913
606154245,3702993485,603327915
606154246,3702993486,603327916
606154247,3702993487,603327917
606154249,3702993489,603327919
606154248,3702993488,603327918
606154252,3702993492,603327922
606154251,3702993491,603327921
606154250,3702993490,603327920
606154254,3702993494,603327924
606154255,3702993495,603327925
606154256,3702993496,603327926
606154253,3702993493,603327923
606154257,3702993497,603327927
606154258,3702993498,603327928
606154259,3702993499,603327929
606154260,3702993500,603327930
606154261,3702993501,603327931
606154262,3702993502,603327932
606154263,3702993503,603327933
606154264,3702993504,603327934
606154265,3702993505,603327935
606154266,3702993506,603327936
606154268,3702993508,603327938
606154269,3702993509,603327939
606154267,3702993507,603327937
606154270,3702993510,603327940
606154271,3702993511,603327941
606154273,3702993513,603327943
606154272,3702993512,603327942
606154275,3702993515,603327945
606154274,3702993514,603327944
606154276,3702993516,603327946
606154277,3702993517,603327947
606154278,3702993518,603327948
606154279,3702993519,603327949
606154283,3702993523,603327953
606154282,3702993522,603327952
606154284,3702993524,603327954
606154285,3702993525,603327955
606154286,3702993526,603327956
606154287,3702993527,603327957
606154288,3702993528,603327958
606154280,3702993520,603327950
606154281,3702993521,603327951
606154291,3702993531,603327961
606154289,3702993529,603327959
606154290,3702993530,603327960
606154293,3702993533,603327963
606154295,3702993535,603327965
606154294,3702993534,603327964
606154296,3702993536,603327966
606154297,3702993537,603327967
606154292,3702993532,603327962
606154299,3702993539,603327969
606154298,3702993538,603327968
606154300,3702993540,603327970
606154302,3702993542,603327972
606154301,3702993541,603327971
606154303,3702993543,603327973
606154304,3702993544,603327974
606154305,3702993545,603327975
606154306,3702993546,603327976
606154307,3702993547,603327977
606154309,3702993549,603327979
606154311,3702993551,603327981
606154312,3702993552,603327982
606154314,3702993554,603327984
606154313,3702993553,603327983
606154315,3702993555,603327985
606154316,3702993556,603327986
606154310,3702993550,603327980
606154308,3702993548,603327978
606154317,3702993557,603327987
606154318,3702993558,603327988
606154326,3702993566,603327996
606154327,3702993567,603327997
606154319,3702993559,603327989
606154320,3702993560,603327990
606154321,3702993561,603327991
606154322,3702993562,603327992
606154323,3702993563,603327993
606154325,3702993565,603327995
606154324,3702993564,603327994
606154329,3702993569,603327999
606154332,3702993572,603328002
606154330,3702993570,603328000
606154328,3702993568,603327998
606154331,3702993571,603328001
606154336,3702993576,603328006
606154333,3702993573,603328003
606154334,3702993574,603328004
606154335,3702993575,603328005
606154337,3702993577,603328007
606154338,3702993578,603328008
606154339,3702993579,603328009
606154341,3702993581,603328011
606154340,3702993580,603328010
606154343,3702993583,603328013
606154342,3702993582,603328012
606154345,3702993585,603328015
606154344,3702993584,603328014
606154355,3702993595,603328025
606154346,3702993586,603328016
606154347,3702993587,603328017
606154349,3702993589,603328019
606154354,3702993594,603328024
606154348,3702993588,603328018
606154350,3702993590,603328020
606154351,3702993591,603328021
606154353,3702993593,603328023
606154352,3702993592,603328022
606154356,3702993596,603328026
606154357,3702993597,603328027
606154358,3702993598,603328028
606154359,3702993599,603328029
606154361,3702993601,603328031
606154360,3702993600,603328030
606154362,3702993602,603328032
606154363,3702993603,603328033
606154364,3702993604,603328034
606154365,3702993605,603328035
606154366,3702993606,603328036
606154370,3702993610,603328040
606154367,3702993607,603328037
606154369,3702993609,603328039
606154371,3702993611,603328041
606154368,3702993608,603328038
606154372,3702993612,603328042
606154374,3702993614,603328044
606154375,3702993615,603328045
606154377,3702993617,603328047
606154378,3702993618,603328048
606154379,3702993619,603328049
606154380,3702993620,603328050
606154381,3702993621,603328051
606154382,3702993622,603328052
606154384,3702993624,603328054
606154383,3702993623,603328053
606154386,3702993626,603328056
606154385,3702993625,603328055
606154387,3702993627,603328057
606154389,3702993629,603328059
606154388,3702993628,603328058
606154390,3702993630,603328060
606154392,3702993632,603328062
606154391,3702993631,603328061
606154394,3702993634,603328064
606154393,3702993633,603328063
606154395,3702993635,603328065
606154396,3702993636,603328066
606154397,3702993637,603328067
606154400,3702993640,603328070
606154399,3702993639,603328069
606154398,3702993638,603328068
606154401,3702993641,603328071
606154402,3702993642,603328072
606154403,3702993643,603328073
606154404,3702993644,603328074
606154405,3702993645,603328075
606154408,3702993648,603328078
606154406,3702993646,603328076
606154407,3702993647,603328077
606154410,3702993650,603328080
606154411,3702993651,603328081
606154409,3702993649,603328079
606154412,3702993652,603328082
606154413,3702993653,603328083
606154414,3702993654,603328084
606154416,3702993656,603328086
606154417,3702993657,603328087
606154419,3702993659,603328089
606154418,3702993658,603328088
606154421,3702993661,603328091
606154420,3702993660,603328090
606154422,3702993662,603328092
606154423,3702993663,603328093
606154424,3702993664,603328094
606154425,3702993665,603328095
606154427,3702993667,603328097
606154426,3702993666,603328096
606154428,3702993668,603328098
606154429,3702993669,603328099
606154415,3702993655,603328085
606154431,3702993671,603328101
606154430,3702993670,603328100
606154432,3702993672,603328102
606154433,3702993673,603328103
606154434,3702993674,603328104
606154436,3702993676,603328106
606154437,3702993677,603328107
606154435,3702993675,603328105
606154438,3702993678,603328108
606154439,3702993679,603328109
606154440,3702993680,603328110
606154441,3702993681,603328111
606154442,3702993682,603328112
606154444,3702993684,603328114
606154445,3702993685,603328115
606154443,3702993683,603328113
606154446,3702993686,603328116
606154448,3702993688,603328118
606154447,3702993687,603328117
606154449,3702993689,603328119
606154450,3702993690,603328120
606154451,3702993691,603328121
606154486,3702993726,603328156
606154466,3702993706,603328136
606154453,3702993693,603328123
606154452,3702993692,603328122
606154454,3702993694,603328124
606154455,3702993695,603328125
606154457,3702993697,603328127
606154456,3702993696,603328126
606154458,3702993698,603328128
606154459,3702993699,603328129
606154491,3702993731,603328161
606154460,3702993700,603328130
606154461,3702993701,603328131
606154463,3702993703,603328133
606154462,3702993702,603328132
606154464,3702993704,603328134
606154465,3702993705,603328135
606154468,3702993708,603328138
606154467,3702993707,603328137
606154469,3702993709,603328139
606154470,3702993710,603328140
606154471,3702993711,603328141
606154473,3702993713,603328143
606154474,3702993714,603328144
606154472,3702993712,603328142
606154475,3702993715,603328145
606154476,3702993716,603328146
606154477,3702993717,603328147
606154479,3702993719,603328149
606154478,3702993718,603328148
606154480,3702993720,603328150
606154481,3702993721,603328151
606154482,3702993722,603328152
606154483,3702993723,603328153
606154485,3702993725,603328155
606154484,3702993724,603328154
606154487,3702993727,603328157
606154488,3702993728,603328158
606154490,3702993730,603328160
606154489,3702993729,603328159
606154492,3702993732,603328162
606154493,3702993733,603328163
606154494,3702993734,603328164
606154495,3702993735,603328165
606154496,3702993736,603328166
606154498,3702993738,603328168
606154497,3702993737,603328167
606154500,3702993740,603328170
606154499,3702993739,603328169
606154501,3702993741,603328171
606154502,3702993742,603328172
606154503,3702993743,603328173
606154504,3702993744,603328174
606154505,3702993745,603328175
606154507,3702993747,603328177
606154506,3702993746,603328176
606154509,3702993749,603328179
606154508,3702993748,603328178
606154510,3702993750,603328180
606154511,3702993751,603328181
606154512,3702993752,603328182
606154513,3702993753,603328183
606154514,3702993754,603328184
606154515,3702993755,603328185
606154516,3702993756,603328186
606154517,3702993757,603328187
606154518,3702993758,603328188
606154519,3702993759,603328189
606154520,3702993760,603328190
606154521,3702993761,603328191
606154523,3702993763,603328193
606154524,3702993764,603328194
606154525,3702993765,603328195
606154522,3702993762,603328192
606154526,3702993766,603328196
606154527,3702993767,603328197
606154528,3702993768,603328198
606154530,3702993770,603328200
606154529,3702993769,603328199
606154531,3702993771,603328201
606154532,3702993772,603328202
606154533,3702993773,603328203
606154534,3702993774,603328204
606154535,3702993775,603328205
606154537,3702993777,603328207
606154536,3702993776,603328206
606154538,3702993778,603328208
606154539,3702993779,603328209
606154540,3702993780,603328210
606154541,3702993781,603328211
606154542,3702993782,603328212
606154543,3702993783,603328213
606154544,3702993784,603328214
606154545,3702993785,603328215
606154546,3702993786,603328216
606154548,3702993788,603328218
606154547,3702993787,603328217
606154549,3702993789,603328219
606154550,3702993790,603328220
606154551,3702993791,603328221
606154554,3702993794,603328224
606154552,3702993792,603328222
606154553,3702993793,603328223
606154555,3702993795,603328225
606154556,3702993796,603328226
606154557,3702993797,603328227
606154559,3702993799,603328229
606154558,3702993798,603328228
606154564,3702993804,603328234
606154560,3702993800,603328230
606154561,3702993801,603328231
606154562,3702993802,603328232
606154563,3702993803,603328233
606154565,3702993805,603328235
606154566,3702993806,603328236
606154567,3702993807,603328237
606154569,3702993809,603328239
606154570,3702993810,603328240
606154571,3702993811,603328241
606154573,3702993813,603328243
606154572,3702993812,603328242
606154574,3702993814,603328244
606154578,3702993818,603328248
606154575,3702993815,603328245
606154576,3702993816,603328246
606154577,3702993817,603328247
606154579,3702993819,603328249
606154580,3702993820,603328250
606154581,3702993821,603328251
606154582,3702993822,603328252
606154584,3702993824,603328254
606154583,3702993823,603328253
606154585,3702993825,603328255
606154586,3702993826,603328256
606154587,3702993827,603328257
606154588,3702993828,603328258
606154589,3702993829,603328259
606154590,3702993830,603328260
606154593,3702993833,603328263
606154592,3702993832,603328262
606154591,3702993831,603328261
606154594,3702993834,603328264
606154595,3702993835,603328265
606154597,3702993837,603328267
606154596,3702993836,603328266
606154598,3702993838,603328268
606154600,3702993840,603328270
606154599,3702993839,603328269
606154602,3702993842,603328272
606154601,3702993841,603328271
606154604,3702993844,603328274
606154603,3702993843,603328273
606154605,3702993845,603328275
606154606,3702993846,603328276
606154607,3702993847,603328277
606154608,3702993848,603328278
606154611,3702993851,603328281
606154609,3702993849,603328279
606154615,3702993855,603328285
606154612,3702993852,603328282
606154610,3702993850,603328280
606154613,3702993853,603328283
606154616,3702993856,603328286
606154617,3702993857,603328287
606154618,3702993858,603328288
606154619,3702993859,603328289
606154620,3702993860,603328290
606154622,3702993862,603328292
606154623,3702993863,603328293
606154625,3702993865,603328295
606154621,3702993861,603328291
606154624,3702993864,603328294
606154626,3702993866,603328296
606154627,3702993867,603328297
606154628,3702993868,603328298
606154631,3702993871,603328301
606154630,3702993870,603328300
606154629,3702993869,603328299
606154633,3702993873,603328303
606154635,3702993875,603328305
606154634,3702993874,603328304
606154636,3702993876,603328306
606154637,3702993877,603328307
606154638,3702993878,603328308
606154640,3702993880,603328310
606154639,3702993879,603328309
606154632,3702993872,603328302
606154642,3702993882,603328312
606154643,3702993883,603328313
606154644,3702993884,603328314
606154641,3702993881,603328311
606154679,3702993919,603328349
606154645,3702993885,603328315
606154646,3702993886,603328316
606154647,3702993887,603328317
606154648,3702993888,603328318
606154651,3702993891,603328321
606154650,3702993890,603328320
606154649,3702993889,603328319
606154653,3702993893,603328323
606154652,3702993892,603328322
606154654,3702993894,603328324
606154655,3702993895,603328325
606154656,3702993896,603328326
606154657,3702993897,603328327
606154658,3702993898,603328328
606154661,3702993901,603328331
606154659,3702993899,603328329
606154662,3702993902,603328332
606154660,3702993900,603328330
606154663,3702993903,603328333
606154664,3702993904,603328334
606154665,3702993905,603328335
606154668,3702993908,603328338
606154667,3702993907,603328337
606154666,3702993906,603328336
606154677,3702993917,603328347
606154669,3702993909,603328339
606154671,3702993911,603328341
606154670,3702993910,603328340
606154673,3702993913,603328343
606154674,3702993914,603328344
606154676,3702993916,603328346
606154675,3702993915,603328345
606154682,3702993922,603328352
606154678,3702993918,603328348
606154680,3702993920,603328350
606154681,3702993921,603328351
606154684,3702993924,603328354
606154683,3702993923,603328353
606154685,3702993925,603328355
606154688,3702993928,603328358
606154686,3702993926,603328356
606154687,3702993927,603328357
606154689,3702993929,603328359
606154690,3702993930,603328360
606154691,3702993931,603328361
606154692,3702993932,603328362
606154693,3702993933,603328363
606154694,3702993934,603328364
606154695,3702993935,603328365
606154697,3702993937,603328367
606154698,3702993938,603328368
606154696,3702993936,603328366
606154699,3702993939,603328369
606154701,3702993941,603328371
606154731,3702993971,603328401
606154700,3702993940,603328370
606154702,3702993942,603328372
606154703,3702993943,603328373
606154704,3702993944,603328374
606154707,3702993947,603328377
606154706,3702993946,603328376
606154705,3702993945,603328375
606154708,3702993948,603328378
606154709,3702993949,603328379
606154711,3702993951,603328381
606154710,3702993950,603328380
606154713,3702993953,603328383
606154712,3702993952,603328382
606154715,3702993955,603328385
606154717,3702993957,603328387
606154714,3702993954,603328384
606154716,3702993956,603328386
606154718,3702993958,603328388
606154719,3702993959,603328389
606154720,3702993960,603328390
606154721,3702993961,603328391
606154722,3702993962,603328392
606154725,3702993965,603328395
606154724,3702993964,603328394
606154723,3702993963,603328393
606154726,3702993966,603328396
606154727,3702993967,603328397
606154729,3702993969,603328399
606154728,3702993968,603328398
606154730,3702993970,603328400
606154732,3702993972,603328402
606154733,3702993973,603328403
606154736,3702993976,603328406
606154734,3702993974,603328404
606154735,3702993975,603328405
606154737,3702993977,603328407
606154740,3702993980,603328410
606154739,3702993979,603328409
606154738,3702993978,603328408
606154741,3702993981,603328411
606154742,3702993982,603328412
606154745,3702993985,603328415
606154746,3702993986,603328416
606154744,3702993984,603328414
606154747,3702993987,603328417
606154748,3702993988,603328418
606154749,3702993989,603328419
606154743,3702993983,603328413
606154750,3702993990,603328420
606154784,3702994024,603328454
606154751,3702993991,603328421
606154752,3702993992,603328422
606154756,3702993996,603328426
606154755,3702993995,603328425
606154753,3702993993,603328423
606154757,3702993997,603328427
606154754,3702993994,603328424
606154758,3702993998,603328428
606154759,3702993999,603328429
606154760,3702994000,603328430
606154761,3702994001,603328431
606154763,3702994003,603328432
606154762,3702994002,603328433
606154764,3702994004,603328434
606154765,3702994005,603328435
606154766,3702994006,603328436
606154767,3702994007,603328437
606154768,3702994008,603328438
606154769,3702994009,603328439
606154770,3702994010,603328440
606154773,3702994013,603328443
606154771,3702994011,603328441
606154772,3702994012,603328442
606154774,3702994014,603328444
606154775,3702994015,603328445
606154776,3702994016,603328446
606154777,3702994017,603328447
606154778,3702994018,603328448
606154779,3702994019,603328449
606154780,3702994020,603328450
606154788,3702994028,603328458
606154783,3702994023,603328453
606154781,3702994021,603328451
606154785,3702994025,603328455
606154786,3702994026,603328456
606154787,3702994027,603328457
606154782,3702994022,603328452
606154789,3702994029,603328459
606154790,3702994030,603328460
606154792,3702994032,603328462
606154791,3702994031,603328461
606154794,3702994034,603328464
606154793,3702994033,603328463
606154795,3702994035,603328465
606154797,3702994037,603328467
606154796,3702994036,603328466
606154800,3702994040,603328470
606154799,3702994039,603328469
606154801,3702994041,603328471
606154803,3702994043,603328473
606154802,3702994042,603328472
606154806,3702994046,603328476
606154804,3702994044,603328474
606154805,3702994045,603328475
606154808,3702994048,603328478
606154807,3702994047,603328477
606154809,3702994049,603328479
606154810,3702994050,603328480
606154812,3702994052,603328482
606154813,3702994053,603328483
606154811,3702994051,603328481
606154814,3702994054,603328484
606154815,3702994055,603328485
606154816,3702994056,603328486
606154817,3702994057,603328487
606154818,3702994058,603328488
606154819,3702994059,603328489
606154820,3702994060,603328490
606154821,3702994061,603328491
606154827,3702994067,603328497
606154823,3702994063,603328493
606154822,3702994062,603328492
606154824,3702994064,603328494
606154825,3702994065,603328495
606154826,3702994066,603328496
606154828,3702994068,603328498
606154829,3702994069,603328499
606154830,3702994070,603328500
606154832,3702994072,603328502
606154831,3702994071,603328501
606154833,3702994073,603328503
606154835,3702994075,603328505
606154834,3702994074,603328504
606154836,3702994076,603328506
606154837,3702994077,603328507
606154838,3702994078,603328508
606154839,3702994079,603328509
606154840,3702994080,603328510
606154841,3702994081,603328511
606154843,3702994083,603328513
606154844,3702994084,603328514
606154842,3702994082,603328512
606154845,3702994085,603328515
606154846,3702994086,603328516
606154847,3702994087,603328517
606154848,3702994088,603328518
606154849,3702994089,603328519
606154850,3702994090,603328520
606154852,3702994092,603328522
606154853,3702994093,603328523
606154855,3702994095,603328525
606154854,3702994094,603328524
606154857,3702994097,603328527
606154858,3702994098,603328528
606154859,3702994099,603328529
606154861,3702994101,603328531
606154860,3702994100,603328530
606154862,3702994102,603328532
606154863,3702994103,603328533
606154864,3702994104,603328534
606154865,3702994105,603328535
606154866,3702994106,603328536
606154867,3702994107,603328537
606154868,3702994108,603328538
606154869,3702994109,603328539
606154870,3702994110,603328540
606154873,3702994113,603328543
606154871,3702994111,603328541
606154872,3702994112,603328542
606154874,3702994114,603328544
606154904,3702994144,603328574
606154875,3702994115,603328545
606154876,3702994116,603328546
606154877,3702994117,603328547
606154879,3702994119,603328549
606154878,3702994118,603328548
606154881,3702994121,603328551
606154880,3702994120,603328550
606154882,3702994122,603328552
606154884,3702994124,603328554
606154883,3702994123,603328553
606154885,3702994125,603328555
606154887,3702994127,603328557
606154888,3702994128,603328558
606154889,3702994129,603328559
606154890,3702994130,603328560
606154892,3702994132,603328562
606154891,3702994131,603328561
606154893,3702994133,603328563
606154894,3702994134,603328564
606154895,3702994135,603328565
606154897,3702994137,603328567
606154896,3702994136,603328566
606154898,3702994138,603328568
606154899,3702994139,603328569
606154900,3702994140,603328570
606154901,3702994141,603328571
606154902,3702994142,603328572
606154903,3702994143,603328573
606154905,3702994145,603328575
606154906,3702994146,603328576
606154907,3702994147,603328577
606154910,3702994150,603328580
606154909,3702994149,603328579
606154908,3702994148,603328578
606154911,3702994151,603328581
606154912,3702994152,603328582
606154913,3702994153,603328583
606154914,3702994154,603328584
606154916,3702994156,603328586
606154917,3702994157,603328587
606154918,3702994158,603328588
606154919,3702994159,603328589
606154920,3702994160,603328590
606154921,3702994161,603328591
606154922,3702994162,603328592
606154923,3702994163,603328593
606154924,3702994164,603328594
606154956,3702994196,603328626
606154925,3702994165,603328595
606154926,3702994166,603328596
606154927,3702994167,603328597
606154929,3702994169,603328599
606154928,3702994168,603328598
606154960,3702994200,603328630
606154930,3702994170,603328600
606154931,3702994171,603328601
606154932,3702994172,603328602
606154934,3702994174,603328604
606154935,3702994175,603328605
606154933,3702994173,603328603
606154936,3702994176,603328606
606154937,3702994177,603328607
606154938,3702994178,603328608
606154939,3702994179,603328609
606154940,3702994180,603328610
606154941,3702994181,603328611
606154943,3702994183,603328613
606154942,3702994182,603328612
606154946,3702994186,603328616
606154944,3702994184,603328614
606154945,3702994185,603328615
606154947,3702994187,603328617
606154948,3702994188,603328618
606154950,3702994190,603328620
606154949,3702994189,603328619
606154951,3702994191,603328621
606154952,3702994192,603328622
606154954,3702994194,603328624
606154953,3702994193,603328623
606154955,3702994195,603328625
606154958,3702994198,603328628
606154957,3702994197,603328627
606154959,3702994199,603328629
606154990,3702994230,603328660
606154961,3702994201,603328631
606154963,3702994203,603328633
606154962,3702994202,603328632
606154964,3702994204,603328634
606154965,3702994205,603328635
606154966,3702994206,603328636
606154968,3702994208,603328638
606154967,3702994207,603328637
606154969,3702994209,603328639
606154970,3702994210,603328640
606154972,3702994212,603328642
606154971,3702994211,603328641
606154974,3702994214,603328644
606154973,3702994213,603328643
606154975,3702994215,603328645
606154978,3702994218,603328648
606154979,3702994219,603328649
606154980,3702994220,603328650
606154981,3702994221,603328651
606154984,3702994224,603328654
606154983,3702994223,603328653
606154985,3702994225,603328655
606154976,3702994216,603328646
606154986,3702994226,603328656
606154977,3702994217,603328647
606154987,3702994227,603328657
606154989,3702994229,603328659
606154988,3702994228,603328658
606154992,3702994232,603328662
606154991,3702994231,603328661
606154994,3702994234,603328664
606154993,3702994233,603328663
606154995,3702994235,603328665
606154996,3702994236,603328666
606154997,3702994237,603328667
606154998,3702994238,603328668
606154999,3702994239,603328669
606155030,3702994270,603328700
606155000,3702994240,603328670
606155001,3702994241,603328671
606155003,3702994243,603328673
606155002,3702994242,603328672
606155004,3702994244,603328674
606155007,3702994247,603328677
606155006,3702994246,603328676
606155008,3702994248,603328678
606155009,3702994249,603328679
606155011,3702994251,603328681
606155013,3702994253,603328683
606155010,3702994250,603328680
606155012,3702994252,603328682
606155005,3702994245,603328675
606155014,3702994254,603328684
606155022,3702994262,603328692
606155024,3702994264,603328694
606155016,3702994256,603328686
606155015,3702994255,603328685
606155017,3702994257,603328687
606155018,3702994258,603328688
606155019,3702994259,603328689
606155020,3702994260,603328690
606155021,3702994261,603328691
606155023,3702994263,603328693
606155025,3702994265,603328695
606155027,3702994267,603328697
606155026,3702994266,603328696
606155029,3702994269,603328699
606155028,3702994268,603328698
606155032,3702994272,603328702
606155031,3702994271,603328701
606155033,3702994273,603328703
606155035,3702994275,603328705
606155034,3702994274,603328704
606155036,3702994276,603328706
606155037,3702994277,603328707
606155039,3702994279,603328709
606155038,3702994278,603328708
606155040,3702994280,603328710
606155042,3702994282,603328712
606155043,3702994283,603328713
606155041,3702994281,603328711
606155044,3702994284,603328714
606155045,3702994285,603328715
606155052,3702994292,603328722
606155046,3702994286,603328716
606155047,3702994287,603328717
606155048,3702994288,603328718
606155050,3702994290,603328720
606155049,3702994289,603328719
606155051,3702994291,603328721
606155053,3702994293,603328723
606155054,3702994294,603328724
606155055,3702994295,603328725
606155056,3702994297,603328727
606155057,3702994296,603328726
606155059,3702994299,603328729
606155058,3702994298,603328728
606155093,3702994333,603328763
606155061,3702994301,603328731
606155060,3702994300,603328730
606155062,3702994302,603328732
606155063,3702994303,603328733
606155064,3702994304,603328734
606155065,3702994305,603328735
606155066,3702994306,603328736
606155067,3702994307,603328737
606155068,3702994308,603328738
606155069,3702994309,603328739
606155070,3702994310,603328740
606155073,3702994313,603328743
606155071,3702994311,603328741
606155072,3702994312,603328742
606155074,3702994314,603328744
606155075,3702994315,603328745
606155076,3702994316,603328746
606155077,3702994317,603328747
606155078,3702994318,603328748
606155080,3702994320,603328750
606155079,3702994319,603328749
606155081,3702994321,603328751
606155083,3702994323,603328753
606155084,3702994324,603328754
606155082,3702994322,603328752
606155085,3702994325,603328755
606155086,3702994326,603328756
606155087,3702994327,603328757
606155089,3702994329,603328759
606155090,3702994330,603328760
606155088,3702994328,603328758
606155091,3702994331,603328761
606155092,3702994332,603328762
606155094,3702994334,603328764
606155095,3702994335,603328765
606155096,3702994336,603328766
606155097,3702994337,603328767
606155098,3702994338,603328768
606155099,3702994339,603328769
606155100,3702994340,603328770
606155101,3702994341,603328771
606155102,3702994342,603328772
606155103,3702994343,603328773
606155104,3702994344,603328774
606155106,3702994346,603328776
606155105,3702994345,603328775
606155108,3702994348,603328778
606155107,3702994347,603328777
606155109,3702994349,603328779
606155110,3702994350,603328780
606155112,3702994352,603328782
606155113,3702994353,603328783
606155111,3702994351,603328781
606155114,3702994354,603328784
606155115,3702994355,603328785
606155116,3702994356,603328786
606155117,3702994357,603328787
606155121,3702994361,603328791
606155118,3702994358,603328788
606155120,3702994360,603328790
606155119,3702994359,603328789
606155124,3702994364,603328794
606155122,3702994362,603328792
606155123,3702994363,603328793
606155125,3702994365,603328795
606155126,3702994366,603328796
606155127,3702994367,603328797
606155130,3702994370,603328800
606155129,3702994369,603328799
606155128,3702994368,603328798
606155131,3702994371,603328801
606155132,3702994372,603328802
606155133,3702994373,603328803
606155134,3702994374,603328804
606155135,3702994375,603328805
606155137,3702994377,603328807
606155136,3702994376,603328806
606155141,3702994381,603328811
606155138,3702994378,603328808
606155140,3702994380,603328810
606155139,3702994379,603328809
606155142,3702994382,603328812
606155143,3702994383,603328813
606155144,3702994384,603328814
606155145,3702994385,603328815
606155147,3702994387,603328817
606155148,3702994388,603328818
606155146,3702994386,603328816
606155149,3702994389,603328819
606155150,3702994390,603328820
606155152,3702994392,603328822
606155151,3702994391,603328821
606155153,3702994393,603328823
606155154,3702994394,603328824
606155155,3702994395,603328825
606155156,3702994396,603328826
606155158,3702994398,603328828
606155159,3702994399,603328829
606155157,3702994397,603328827
606155160,3702994400,603328830
606155161,3702994401,603328831
